           1  -    96.0000000      -    68.0000000    
           2  -   -8092.00000      -    260.000000    
           3  -   -11620.0000      -    572.000000    
           4  -   -13936.0000      -    972.000000    
           5  -   -15560.0000      -    1254.00000    
           6  -   -16376.0000      -    1346.00000    
           7  -   -17060.0000      -    1428.00000    
           8  -   -17636.0000      -    1600.00000    
           9  -   -18096.0000      -    1776.00000    
          10  -   -18420.0000      -    1918.00000    
          11  -   -18700.0000      -    2048.00000    
          12  -   -18912.0000      -    2138.00000    
          13  -   -19088.0000      -    2312.00000    
          14  -   -19224.0000      -    2430.00000    
          15  -   -19380.0000      -    2624.00000    
          16  -   -19528.0000      -    2744.00000    
          17  -   -19676.0000      -    2886.00000    
          18  -   -19792.0000      -    3012.00000    
          19  -   -19924.0000      -    3116.00000    
          20  -   -20072.0000      -    3276.00000    
          21  -   -20184.0000      -    3362.00000    
          22  -   -20288.0000      -    3452.00000    
          23  -   -20400.0000      -    3644.00000    
          24  -   -20476.0000      -    3688.00000    
          25  -   -20576.0000      -    3742.00000    
          26  -   -20656.0000      -    3818.00000    
          27  -   -20760.0000      -    3902.00000    
          28  -   -20860.0000      -    4026.00000    
          29  -   -20916.0000      -    4088.00000    
          30  -   -21016.0000      -    4192.00000    
          31  -   -21112.0000      -    4334.00000    
          32  -   -21152.0000      -    4408.00000    
          33  -   -21216.0000      -    4458.00000    
          34  -   -21272.0000      -    4560.00000    
          35  -   -21308.0000      -    4632.00000    
          36  -   -21352.0000      -    4706.00000    
          37  -   -21448.0000      -    4800.00000    
          38  -   -21528.0000      -    4918.00000    
          39  -   -21564.0000      -    4950.00000    
          40  -   -21592.0000      -    4990.00000    
          41  -   -21616.0000      -    5020.00000    
          42  -   -21656.0000      -    5112.00000    
          43  -   -21684.0000      -    5178.00000    
          44  -   -21696.0000      -    5248.00000    
          45  -   -21720.0000      -    5290.00000    
          46  -   -21736.0000      -    5338.00000    
          47  -   -21784.0000      -    5392.00000    
          48  -   -21832.0000      -    5434.00000    
          49  -   -21880.0000      -    5478.00000    
          50  -   -21944.0000      -    5578.00000    
          51  -   -21992.0000      -    5630.00000    
          52  -   -22020.0000      -    5686.00000    
          53  -   -22064.0000      -    5732.00000    
          54  -   -22104.0000      -    5754.00000    
          55  -   -22136.0000      -    5786.00000    
          56  -   -22176.0000      -    5834.00000    
          57  -   -22196.0000      -    5896.00000    
          58  -   -22228.0000      -    5946.00000    
          59  -   -22280.0000      -    5984.00000    
          60  -   -22312.0000      -    6022.00000    
          61  -   -22316.0000      -    6054.00000    
          62  -   -22388.0000      -    6124.00000    
          63  -   -22420.0000      -    6162.00000    
          64  -   -22436.0000      -    6182.00000    
          65  -   -22468.0000      -    6206.00000    
          66  -   -22484.0000      -    6232.00000    
          67  -   -22500.0000      -    6244.00000    
          68  -   -22516.0000      -    6286.00000    
          69  -   -22528.0000      -    6300.00000    
          70  -   -22548.0000      -    6326.00000    
          71  -   -22572.0000      -    6342.00000    
          72  -   -22572.0000      -    6340.00000    
          73  -   -22580.0000      -    6358.00000    
          74  -   -22580.0000      -    6358.00000    
          75  -   -22588.0000      -    6372.00000    
          76  -   -22592.0000      -    6378.00000    
          77  -   -22592.0000      -    6380.00000    
          78  -   -22592.0000      -    6394.00000    
          79  -   -22616.0000      -    6412.00000    
          80  -   -22640.0000      -    6428.00000    
