   0.00000 ,    0.00000 ,    0.00000
   0.00100 ,    0.00100 ,    0.00100
   0.00200 ,    0.00200 ,    0.00200
   0.00300 ,    0.00300 ,    0.00300
   0.00400 ,    0.00400 ,    0.00400
   0.00500 ,    0.00500 ,    0.00500
   0.00600 ,    0.00600 ,    0.00600
   0.00700 ,    0.00700 ,    0.00700
   0.00800 ,    0.00800 ,    0.00800
   0.00900 ,    0.00900 ,    0.00900
   0.01000 ,    0.01000 ,    0.01000
   0.01100 ,    0.01100 ,    0.01100
   0.01200 ,    0.01200 ,    0.01200
   0.01300 ,    0.01300 ,    0.01300
   0.01400 ,    0.01400 ,    0.01400
   0.01500 ,    0.01500 ,    0.01500
   0.01600 ,    0.01600 ,    0.01600
   0.01700 ,    0.01700 ,    0.01700
   0.01800 ,    0.01800 ,    0.01800
   0.01900 ,    0.01900 ,    0.01900
   0.02000 ,    0.02000 ,    0.02000
   0.02100 ,    0.02100 ,    0.02100
   0.02200 ,    0.02200 ,    0.02200
   0.02300 ,    0.02300 ,    0.02300
   0.02400 ,    0.02400 ,    0.02400
   0.02500 ,    0.02501 ,    0.02500
   0.02600 ,    0.02601 ,    0.02601
   0.02700 ,    0.02701 ,    0.02701
   0.02800 ,    0.02801 ,    0.02801
   0.02900 ,    0.02901 ,    0.02901
   0.03000 ,    0.03001 ,    0.03001
   0.03100 ,    0.03101 ,    0.03101
   0.03200 ,    0.03201 ,    0.03201
   0.03300 ,    0.03301 ,    0.03301
   0.03400 ,    0.03401 ,    0.03401
   0.03500 ,    0.03501 ,    0.03501
   0.03600 ,    0.03602 ,    0.03601
   0.03700 ,    0.03702 ,    0.03702
   0.03800 ,    0.03802 ,    0.03802
   0.03900 ,    0.03902 ,    0.03902
   0.04000 ,    0.04002 ,    0.04002
   0.04100 ,    0.04102 ,    0.04102
   0.04200 ,    0.04202 ,    0.04202
   0.04300 ,    0.04303 ,    0.04303
   0.04400 ,    0.04403 ,    0.04403
   0.04500 ,    0.04503 ,    0.04503
   0.04600 ,    0.04603 ,    0.04603
   0.04700 ,    0.04703 ,    0.04703
   0.04800 ,    0.04804 ,    0.04804
   0.04900 ,    0.04904 ,    0.04904
   0.05000 ,    0.05004 ,    0.05004
   0.05100 ,    0.05104 ,    0.05104
   0.05200 ,    0.05205 ,    0.05205
   0.05300 ,    0.05305 ,    0.05305
   0.05400 ,    0.05405 ,    0.05405
   0.05500 ,    0.05506 ,    0.05505
   0.05600 ,    0.05606 ,    0.05606
   0.05700 ,    0.05706 ,    0.05706
   0.05800 ,    0.05807 ,    0.05806
   0.05900 ,    0.05907 ,    0.05907
   0.06000 ,    0.06007 ,    0.06007
   0.06100 ,    0.06108 ,    0.06107
   0.06200 ,    0.06208 ,    0.06208
   0.06300 ,    0.06308 ,    0.06308
   0.06400 ,    0.06409 ,    0.06409
   0.06500 ,    0.06509 ,    0.06509
   0.06600 ,    0.06610 ,    0.06609
   0.06700 ,    0.06710 ,    0.06710
   0.06800 ,    0.06811 ,    0.06810
   0.06900 ,    0.06911 ,    0.06911
   0.07000 ,    0.07011 ,    0.07011
   0.07100 ,    0.07112 ,    0.07112
   0.07200 ,    0.07212 ,    0.07212
   0.07300 ,    0.07313 ,    0.07313
   0.07400 ,    0.07414 ,    0.07413
   0.07500 ,    0.07514 ,    0.07514
   0.07600 ,    0.07615 ,    0.07614
   0.07700 ,    0.07715 ,    0.07715
   0.07800 ,    0.07816 ,    0.07816
   0.07900 ,    0.07916 ,    0.07916
   0.08000 ,    0.08017 ,    0.08017
   0.08100 ,    0.08118 ,    0.08117
   0.08200 ,    0.08218 ,    0.08218
   0.08300 ,    0.08319 ,    0.08319
   0.08400 ,    0.08420 ,    0.08419
   0.08500 ,    0.08521 ,    0.08520
   0.08600 ,    0.08621 ,    0.08621
   0.08700 ,    0.08722 ,    0.08722
   0.08800 ,    0.08823 ,    0.08822
   0.08900 ,    0.08924 ,    0.08923
   0.09000 ,    0.09024 ,    0.09024
   0.09100 ,    0.09125 ,    0.09125
   0.09200 ,    0.09226 ,    0.09226
   0.09300 ,    0.09327 ,    0.09326
   0.09400 ,    0.09428 ,    0.09427
   0.09500 ,    0.09529 ,    0.09528
   0.09600 ,    0.09630 ,    0.09629
   0.09700 ,    0.09731 ,    0.09730
   0.09800 ,    0.09831 ,    0.09831
   0.09900 ,    0.09932 ,    0.09932
   0.10000 ,    0.10033 ,    0.10033
   0.10100 ,    0.10134 ,    0.10134
   0.10200 ,    0.10236 ,    0.10235
