   0.00000 ,    0.00000
   0.01000 ,    0.01000
   0.02000 ,    0.02000
   0.03000 ,    0.03001
   0.04000 ,    0.04002
   0.05000 ,    0.05004
   0.06000 ,    0.06007
   0.07000 ,    0.07011
   0.08000 ,    0.08017
   0.09000 ,    0.09024
   0.10000 ,    0.10033
   0.11000 ,    0.11045
   0.12000 ,    0.12058
   0.13000 ,    0.13074
   0.14000 ,    0.14092
   0.15000 ,    0.15114
   0.16000 ,    0.16138
   0.17000 ,    0.17166
   0.18000 ,    0.18197
   0.19000 ,    0.19232
   0.20000 ,    0.20271
   0.21000 ,    0.21314
   0.22000 ,    0.22362
   0.23000 ,    0.23414
   0.24000 ,    0.24472
   0.25000 ,    0.25534
   0.26000 ,    0.26602
   0.27000 ,    0.27676
   0.28000 ,    0.28755
   0.29000 ,    0.29841
   0.30000 ,    0.30934
   0.31000 ,    0.32033
   0.32000 ,    0.33139
   0.33000 ,    0.34252
   0.34000 ,    0.35374
   0.35000 ,    0.36503
   0.36000 ,    0.37640
   0.37000 ,    0.38786
   0.38000 ,    0.39941
   0.39000 ,    0.41105
   0.40000 ,    0.42279
   0.41000 ,    0.43463
   0.42000 ,    0.44657
   0.43000 ,    0.45862
   0.44000 ,    0.47078
   0.45000 ,    0.48306
   0.46000 ,    0.49545
   0.47000 ,    0.50797
   0.48000 ,    0.52061
   0.49000 ,    0.53339
   0.50000 ,    0.54630
   0.51000 ,    0.55936
   0.52000 ,    0.57256
   0.53000 ,    0.58592
   0.54000 ,    0.59943
   0.55000 ,    0.61311
   0.56000 ,    0.62695
   0.57000 ,    0.64097
   0.58000 ,    0.65517
   0.59000 ,    0.66956
   0.60000 ,    0.68414
   0.61000 ,    0.69892
   0.62000 ,    0.71391
   0.63000 ,    0.72911
   0.64000 ,    0.74454
   0.65000 ,    0.76020
   0.66000 ,    0.77610
   0.67000 ,    0.79225
   0.68000 ,    0.80866
   0.69000 ,    0.82534
   0.70000 ,    0.84229
   0.71000 ,    0.85953
   0.72000 ,    0.87707
   0.73000 ,    0.89492
   0.74000 ,    0.91309
   0.75000 ,    0.93160
   0.76000 ,    0.95045
   0.77000 ,    0.96967
   0.78000 ,    0.98926
   0.79000 ,    1.00925
   0.80000 ,    1.02964
   0.81000 ,    1.05046
   0.82000 ,    1.07171
   0.83000 ,    1.09343
   0.84000 ,    1.11563
   0.85000 ,    1.13833
   0.86000 ,    1.16156
   0.87000 ,    1.18532
   0.88000 ,    1.20966
   0.89000 ,    1.23460
   0.90000 ,    1.26016
   0.91000 ,    1.28637
   0.92000 ,    1.31326
   0.93000 ,    1.34087
   0.94000 ,    1.36923
   0.95000 ,    1.39838
   0.96000 ,    1.42836
   0.97000 ,    1.45920
   0.98000 ,    1.49096
   0.99000 ,    1.52368
   1.00000 ,    1.55741
   1.01000 ,    1.59221
   1.02000 ,    1.62813
   1.03000 ,    1.66524
   1.04000 ,    1.70361
   1.05000 ,    1.74332
   1.06000 ,    1.78442
   1.07000 ,    1.82703
   1.08000 ,    1.87122
   1.09000 ,    1.91709
   1.10000 ,    1.96476
   1.11000 ,    2.01434
   1.12000 ,    2.06596
   1.13000 ,    2.11975
   1.14000 ,    2.17588
   1.15000 ,    2.23450
   1.16000 ,    2.29580
   1.17000 ,    2.35998
   1.18000 ,    2.42727
   1.19000 ,    2.49790
   1.20000 ,    2.57215
   1.21000 ,    2.65032
   1.22000 ,    2.73275
   1.23000 ,    2.81982
   1.24000 ,    2.91193
   1.25000 ,    3.00957
   1.26000 ,    3.11327
   1.27000 ,    3.22363
   1.28000 ,    3.34135
   1.29000 ,    3.46721
   1.30000 ,    3.60210
   1.31000 ,    3.74708
   1.32000 ,    3.90335
   1.33000 ,    4.07231
   1.34000 ,    4.25562
   1.35000 ,    4.45522
   1.36000 ,    4.67344
   1.37000 ,    4.91306
   1.38000 ,    5.17744
   1.39000 ,    5.47069
   1.40000 ,    5.79788
   1.41000 ,    6.16536
   1.42000 ,    6.58112
   1.43000 ,    7.05546
   1.44000 ,    7.60182
   1.45000 ,    8.23809
   1.46000 ,    8.98860
   1.47000 ,    9.88736
   1.48000 ,   10.98336
   1.49000 ,   12.34982
   1.50000 ,   14.10135
   1.51000 ,   16.42794
   1.52000 ,   19.66914
   1.53000 ,   24.49728
   1.54000 ,   32.45672
   1.55000 ,   48.05015
