           1           1   7.7846128173252940E-002
           1           2   8.2396432487722465E-002
           1           3   8.6224802129708941E-002
           1           4   8.9019366648917228E-002
           1           5   9.0633474865181488E-002
           1           6   9.1107724279451602E-002
           1           7   9.0650034299151278E-002
           1           8   8.9593589692752357E-002
           1           9   8.8368655911936239E-002
           1          10   8.7520882565541955E-002
           1          11   8.7766130208550952E-002
           1          12   8.9979847541305127E-002
           1          13   9.4925989633136643E-002
           1          14  0.10259632114006918     
           1          15  0.11143187971738160     
           1          16  0.11825170158416637     
           1          17  0.11962200720329735     
           1          18  0.11407702900490682     
           1          19  0.10323865245028600     
           1          20   9.0656962015555426E-002
           1          21   7.9563174304571341E-002
           1          22   7.1497840884959904E-002
           1          23   6.6406460829369005E-002
           1          24   6.3463750424679069E-002
           1          25   6.1787164445044146E-002
           1          26   6.0748252503973914E-002
           1          27   5.9992568324164004E-002
           1          28   5.9353621197377443E-002
           1          29   5.8767764964209449E-002
           1          30   5.8219469398256930E-002
           1          31   5.7712025653661111E-002
           1          32   5.7252889801888834E-002
           1          33   5.6846402169379952E-002
           1          34   5.6490438154968500E-002
           1          35   5.6175666655987347E-002
           1          36   5.5886970257429447E-002
           1          37   5.5606881976504034E-002
           1          38   5.5320966500732954E-002
           1          39   5.5025004585971940E-002
           1          40   5.4733574873361002E-002
           1          41   5.4489079783768990E-002
           1          42   5.4369405477668407E-002
           1          43   5.4491385004915259E-002
           1          44   5.5006455149957917E-002
           1          45   5.6085023761135278E-002
           1          46   5.7887817577976203E-002
           1          47   6.0526219665104637E-002
           1          48   6.4018802281642972E-002
           1          49   6.8256193586872224E-002
           1          50   7.2988477454543454E-002
           2           1   8.5277739560045515E-002
           2           2   9.0428838071406212E-002
           2           3   9.4617996509116370E-002
           2           4   9.7477522940853559E-002
           2           5   9.8843530770448398E-002
           2           6   9.8785021979944931E-002
           2           7   9.7585534547206976E-002
           2           8   9.5704142459075950E-002
           2           9   9.3763708224201506E-002
           2          10   9.2607865959920613E-002
           2          11   9.3401800976590843E-002
           2          12   9.7606543408324642E-002
           2          13  0.10650959789981801     
           2          14  0.12010853250589835     
           2          15  0.13580793189680815     
           2          16  0.14830006871942256     
           2          17  0.15183895833247718     
           2          18  0.14392687101181645     
           2          19  0.12718015805045985     
           2          20  0.10742445072244530     
           2          21   8.9984058979844767E-002
           2          22   7.7409594880135449E-002
           2          23   6.9627987332481350E-002
           2          24   6.5298432723926991E-002
           2          25   6.2987337974159091E-002
           2          26   6.1679458340156527E-002
           2          27   6.0807967697480404E-002
           2          28   6.0110594223906057E-002
           2          29   5.9488887534924192E-002
           2          30   5.8919090444369007E-002
           2          31   5.8405849549453007E-002
           2          32   5.7960267624600159E-002
           2          33   5.7589774700784288E-002
           2          34   5.7293790006085740E-002
           2          35   5.7062806173282812E-002
           2          36   5.6880078124531865E-002
           2          37   5.6725649470367227E-002
           2          38   5.6582605217235023E-002
           2          39   5.6445384795198637E-002
           2          40   5.6329690812992904E-002
           2          41   5.6282891175904619E-002
           2          42   5.6392806946970180E-002
           2          43   5.6791577166822309E-002
           2          44   5.7650374554093858E-002
           2          45   5.9160894446474183E-002
           2          46   6.1501605453069298E-002
           2          47   6.4791158300134682E-002
           2          48   6.9037478227000237E-002
           2          49   7.4096887945908907E-002
           2          50   7.9660048011428591E-002
           3           1   9.1521137986875278E-002
           3           2   9.7112343533960227E-002
           3           3  0.10152615637181467     
           3           4  0.10434941256185078     
           3           5  0.10540644719287090     
           3           6  0.10479498940309007     
           3           7  0.10287118227520797     
           3           8  0.10021778658596846     
           3           9   9.7655588337934168E-002
           3          10   9.6347960262097507E-002
           3          11   9.7955573636873419E-002
           3          12  0.10459355748336945     
           3          13  0.11813686524748840     
           3          14  0.13858840099743946     
           3          15  0.16218437496714738     
           3          16  0.18122133457767198     
           3          17  0.18734912904276621     
           3          18  0.17690626839103543     
           3          19  0.15362526241659594     
           3          20  0.12589073870597894     
           3          21  0.10138328996141251     
           3          22   8.3792834215797932E-002
           3          23   7.3028056478704917E-002
           3          24   6.7169798132188610E-002
           3          25   6.4165504744609678E-002
           3          26   6.2565731909220393E-002
           3          27   6.1565909751995024E-002
           3          28   6.0797365448265875E-002
           3          29   6.0123839145759465E-002
           3          30   5.9513528905240608E-002
           3          31   5.8973641654142102E-002
           3          32   5.8520264635055691E-002
           3          33   5.8165078877624496E-002
           3          34   5.7909951011890101E-002
           3          35   5.7745838312260690E-002
           3          36   5.7654753479409147E-002
           3          37   5.7614367343413721E-002
           3          38   5.7605077718615873E-002
           3          39   5.7619340736876426E-002
           3          40   5.7672741512165504E-002
           3          41   5.7815574944079240E-002
           3          42   5.8142584415283964E-002
           3          43   5.8797159434383205E-002
           3          44   5.9965263405828230E-002
           3          45   6.1854530415986410E-002
           3          46   6.4656294975490969E-002
           3          47   6.8493279744234359E-002
           3          48   7.3362566183014663E-002
           3          49   7.9090031027414437E-002
           3          50   8.5315186780495322E-002
           4           1   9.5979002857654844E-002
           4           2  0.10178575762327528     
           4           3  0.10624897937559366     
           4           4  0.10892625360405807     
           4           5  0.10963715046431106     
           4           6  0.10850439409404480     
           4           7  0.10594236612453822     
           4           8  0.10263265392996890     
           4           9   9.9556015784915727E-002
           4          10   9.8137024446748169E-002
           4          11  0.10044313059885324     
           4          12  0.10912693338569339     
           4          13  0.12654555749575652     
           4          14  0.15270535117134054     
           4          15  0.18288256392515001     
           4          16  0.20740727774950099     
           4          17  0.21579137282497216     
           4          18  0.20341380331452730     
           4          19  0.17491351531462526     
           4          20  0.14076380157890253     
