       20000          93
       20040          92
       20080          90
       20120          89
       20160          92
       20200          95
       20240          91
       20280          91
       20320          90
       20360          89
       20400          89
       20440          90
       20480          90
       20520          87
       20560          87
       20600          88
       20640          90
       20680          90
       20720          88
       20760          88
       20800          87
       20840          87
       20880          89
       20920          86
       20960          87
       21000          86
       21040          89
       21080          89
       21120          89
       21160          88
       21200          89
       21240          92
       21280          93
       21320          93
       21360          91
       21400          90
       21440          89
       21480          88
       21520          88
       21560          89
       21600          89
       21640          88
       21680          89
       21720          90
       21760          90
       21800          87
       21840          86
       21880          89
       21920          92
       21960          92
       22000          89
       22040          89
       22080          90
       22120          92
       22160          93
       22200          89
       22240          88
       22280          90
       22320          93
       22360          92
       22400          91
       22440          89
       22480          93
       22520          92
       22560          94
       22600          91
       22640          91
       22680          90
       22720          89
       22760          89
       22800          91
       22840          93
       22880          91
       22920          92
       22960          92
       23000          93
       23040          93
       23080          92
       23120          91
       23160          93
       23200          93
       23240          90
       23280          89
       23320          92
       23360          92
       23400          92
       23440          90
       23480          92
       23520          91
       23560          93
       23600          94
       23640          95
       23680          95
       23720          96
       23760          99
       23800         100
       23840          97
       23880          99
       23920         100
       23960         104
       24000         105
       24040         105
       24080         108
       24120         106
       24160         106
       24200         105
       24240         104
       24280         102
       24320         103
       24360         104
       24400         103
       24440         106
       24480         106
       24520         106
       24560         105
       24600         102
       24640         104
       24680         101
       24720          99
       24760          99
       24800         100
       24840         101
       24880          99
       24920          94
       24960          94
       25000          96
       25040          97
       25080          92
       25120          93
       25160          93
       25200          91
       25240          90
       25280          92
       25320          91
       25360          91
       25400          92
       25440          97
       25480          93
       25520          93
       25560          94
       25600          93
       25640          91
       25680          92
       25720          92
       25760          89
       25800          87
       25840          87
       25880          88
       25920          88
       25960          87
       26000          87
       26040          87
       26080          90
       26120          91
       26160          91
       26200          91
       26240          93
       26280          92
       26320          91
       26360          91
       26400          92
       26440          91
       26480          91
       26520          91
       26560          92
       26600          91
       26640          92
       26680          93
       26720          91
       26760          93
       26800          95
       26840          94
       26880          96
       26920          96
       26960          95
       27000          98
       27040          96
       27080          99
       27120         100
       27160          98
       27200          96
       27240          94
       27280          99
       27320         100
       27360          97
       27400          95
       27440          96
       27480          93
       27520          91
       27560          91
       27600          94
       27640          94
       27680          92
       27720          93
       27760          92
       27800          94
       27840          92
       27880          93
       27920          96
       27960          95
       28000          94
       28040          93
       28080          94
       28120          94
       28160          94
       28200          92
       28240          93
       28280          95
       28320          94
       28360          91
       28400          92
       28440          91
       28480          89
       28520          88
       28560          88
       28600          87
       28640          88
       28680          88
       28720          88
       28760          92
       28800          91
       28840          91
       28880          91
       28920          90
       28960          91
       29000          91
       29040          93
       29080          95
       29120          96
       29160          93
       29200          92
       29240          91
       29280          90
       29320          88
       29360          89
       29400          86
       29440          91
       29480          91
       29520          91
       29560          93
       29600          95
       29640          97
       29680          95
       29720          95
       29760          94
       29800          93
       29840          92
       29880          89
       29920          90
       29960          88
       30000          90
