           1           1 -0.25325933497484077     
           1           2 -0.29371639933101373     
           1           3 -0.28836477645120212     
           1           4 -0.24304842481934524     
           1           5 -0.16468361809703921     
           1           6  -6.5268524035737602E-002
           1           7   3.5704075400712687E-002
           1           8  0.11960479677085409     
           1           9  0.17939993137576243     
           1          10  0.21875846516775785     
           1          11  0.24603932530368638     
           1          12  0.26913251685848633     
           1          13  0.29168344067011492     
           1          14  0.31096671233903461     
           1          15  0.31781516756621425     
           1          16  0.29846718595196570     
           1          17  0.23841823317218250     
           1          18  0.13065116410714583     
           1          19  -9.0169999587536749E-003
           1          20 -0.14045807223381351     
           1          21 -0.23674698947968570     
           1          22 -0.29237886800612678     
           1          23 -0.30941303837501355     
           1          24 -0.28885773006884408     
           1          25 -0.22865483851625543     
           1          26 -0.12729935747575954     
           1          27   5.1976899989153395E-003
           1          28  0.13369833838260631     
           1          29  0.21413489298616598     
           1          30  0.22551688569274653     
           1          31  0.16540569537801827     
           1          32   4.7999575549761100E-002
           1          33  -8.6639721443487458E-002
           1          34 -0.19545132286528427     
           1          35 -0.26147558998496806     
           1          36 -0.28304642225302923     
           1          37 -0.26061399046461053     
           1          38 -0.19273408976829376     
           1          39  -8.0613165292907088E-002
           1          40   5.8448979703479641E-002
           1          41  0.18296089300725107     
           1          42  0.26024209570814544     
           1          43  0.28468095872485122     
           1          44  0.26447080934276312     
           1          45  0.21472087349885222     
           1          46  0.15668460382205499     
           1          47  0.11172776083197136     
           1          48   9.2483936407234790E-002
           1          49  0.10015738251605166     
           1          50  0.12668839044789043     
           1          51  0.15862246213921696     
           1          52  0.18257064170353143     
           1          53  0.19084584744573310     
           1          54  0.18423496318505025     
           1          55  0.17019588073764494     
           1          56  0.15791040019944572     
           1          57  0.15330345642360646     
           1          58  0.15596200377403127     
           1          59  0.15849045392534580     
           1          60  0.14923130592813319     
           1          61  0.11962559989676858     
           1          62   7.3015534117432168E-002
           1          63   2.4316970334429564E-002
           1          64  -9.8303073618594798E-003
           1          65  -1.7590522910375057E-002
           1          66   7.4693285468128614E-003
           1          67   6.5758059872658620E-002
           1          68  0.14760221769823254     
           1          69  0.23156874408008019     
           1          70  0.29613455289844781     
           1          71  0.33060462284152631     
           1          72  0.33086670980010652     
           1          73  0.29367189836427832     
           1          74  0.21770891062722250     
           1          75  0.11240548672566603     
           1          76   4.7160521211174356E-003
           1          77  -7.8473295659896788E-002
           1          78 -0.12763056450125002     
           1          79 -0.14628962974058027     
           1          80 -0.14409647871799422     
           1          81 -0.13323827110734673     
